rid,binaryID
2,10
3,100
4,1000
35,111
36,11
37,1110
38,11100
39,111000
40,1110001
41,11100010
42,111000101
43,1110001011
44,11100010110
45,111000101101110
46,11101
47,111001
48,1110011
49,11100111
50,111001111
51,11100111111110000
52,1110011111111000
53,111001111111100
54,11100111111110
55,111001111111101
56,11100111111110101
57,1110011111111010
58,111001111111101011
59,1110011111111010111
60,11100111111110101111
61,111001111111101011111
62,11100111111110101111111011
63,111001111111101011111110111
64,11100111111110101111101
65,1110011111111010111110
66,1110011111111011
67,1110011111111001
68,111001111111100111
69,11100111111110011
70,1110011111111001110
71,1110011111111001111
72,11100111111110001
73,111001111111100011
74,1110011111111000111111
75,1110011111111000111
76,111001111111100011111
77,11100111111110001111
78,111001111111100001
79,111000101100
80,111000101101111
81,1110001011011110
82,11100010110111100
83,11100010110111111
84,1110001011011111
85,11100010110111101
86,11100010111
87,111000101111
88,11100011
89,1111
90,101
91,1010
92,10100
93,101000
94,1010000
95,101011
96,10101
97,101001
98,1010011
99,1010001
100,1011
101,1001
112,11100111111111
113,111001111111111
125,1110001011111
126,111000101101
127,11100010110111
144,1110001011011
145,1110011111
146,11100111111
147,111001111111
148,1110011111111
149,1110011111111010111111101
150,1110011111111010111111
151,1110011111111010111111110111
152,11100111111110101111111101
153,11100111111110101111111101111
154,111001111111101011111111011
155,111001111111101011111111111
156,11100111111110101111111111
160,111001111111101011111110
161,11100111111110101111111
162,111001111111101011111111
163,1110011111111010111111110
164,1110011111111010111111111
1,1
