rid,binaryID
8578,1000101111111010
8579,10001011010111
8659,10
8660,1000
8661,10001
8662,100010
8663,1000101111
8664,10001011111
8665,100010111111
8666,1000101111110
8667,111
8668,11
8669,100110
8670,1001101
8671,100111
8672,1001111
8673,100010111111100
8674,1000101101
8675,10001011010
8676,100010110100
8677,10001011011
8678,100010110101
8679,1000101101011
8680,100010101
8681,1000101011
8682,10001010111
8683,100011111
8684,1000111
8685,100011
8686,10001111
9502,10001011111110
9504,100010111111101
9533,100
9534,10011
9535,1001
9536,1000101111111
9537,1000101111111011
9538,10111
9539,1011
9540,101111
9541,101
9573,10001011111111
9634,1000101
9635,10001010
9636,10001011
9637,100010110
9638,100010111
8658,1
