rid,binaryID
1027,10000000110000111010000000001111101100
1028,1000000011000011101000000000111110110
1029,1000000011000011101000000000111110111
1032,10000000110000111010000000001111101101
2312,10
2313,100
2314,1000
2315,10000
2316,100000
2317,1000000
2318,10000000
2319,1000000011
2320,100000001
2321,10000000110
2322,100000001100
2323,1000000011000
2324,10000000110000
2325,100000001100001
2326,1000000011000011
2327,10000000110000111
2328,1000000011000011101
2329,100000001100001110
2330,10000000110000111010
2331,100000001100001110100
2332,1000000011000011101000
2333,10000000110000111010000
2334,100000001100001110100000
2335,1000000011000011101000000
2336,10000000110000111010000000
2337,100000001100001110100000000
2338,1000000011000011101000000000
2339,1000000011000011101000000000111
2340,100000001100001110100000000011110
2341,100000001100001110100000000011110111
2342,1000000011000011101000000000111101110
2343,100000001100001110100000000011110111011
2427,100001
2428,1000010
2429,10000100
2430,100001000
2431,1000010000
2432,10000100000
2476,100000001100001110100000000011111010
2477,100000001100001110100000000011111011
2673,1001
2674,10001
2675,1000010011
2676,100001001
2677,1000010001
2678,10000100001
2679,10000101
2680,100001010
2681,1000010111
2682,100001011
2683,1000011
2684,1000001
2685,1000000011001
2686,10000000110010
2687,100000001100100
2688,100000001100101
2689,1000000011001010
2690,10000000110010101
2691,1000000011001011
2692,10000000110010110
2693,10000000110010111
2694,10000000110011
2695,10000000110001
2696,100000001100010
2697,1000000011000101
2698,1000000011000111
2699,10000000110001110
2700,100000001100011100
2701,1000000011000111000
2702,100000001100011101
2703,1000000011000111001
2704,10000000110001110011
2705,10000000110001111
2706,100000001100011110
2707,100000001100011110101
2708,100000001100011111
2709,100000001100011110111
2710,100000001100011
2711,10000000110000111011
2712,100000001100001110101
2713,1000000011000011101010
2714,10000000110000111010100
2715,100000001100001110101000
2716,1000000011000011101010000
2717,10000000110000111010100000
2718,1000000011000011101011
2719,100000001100001110101001
2720,10000000110000111010100001
2721,100000001100001110101000010
2722,100000001100001110101000011
2723,1000000011000011101010001
2724,10000000110000111010101
2725,100000001100001110101010
2726,1000000011000011101010101
2727,100000001100001110101011
2728,1000000011000011101010110
2729,10000000110000111010101101
2730,1000000011000011101010111
2731,10000000110000111010101110
2732,10000000110000111010101111
2733,1000000011000011101001
2734,10000000110000111010010
2735,10000000110000111010011
2736,100000001100001110100110
2737,1000000011000011101001100
2738,100000001100001110100111
2739,1000000011000011101001101
2740,100000001100001110100001
2741,100000001100001110100000111
2742,1000000011000011101000001
2743,10000000110000111010000011
2744,1000000011000011101000001111
2745,10000000110000111010000001
2746,10000000110000111010000001101
2747,10000000110000111010000001111
2748,100000001100001110100000001
2749,100000001100001110100000000111
2750,1000000011000011101000000001
2751,10000000110000111010000000011
2752,1000000011000011101000000000101
2753,100000001100001110100000000011111
2754,1000000011000011101000000000111110
2755,10000000110000111010000000001111101
2756,1000000011000011101000000000111111
2757,1000000011000011101000000000111101111
2758,10000000110000111010000000001111011101
2759,1000000011000011101000000000111101110111
2760,10000000110000111010000000001111011101111
2761,100000001100001110100000000011110111011110
2762,1000000011000011101000000000111101110111101
2763,10000000110000111010000000001111011101111011
2764,100000001100001110100000000011110111011110111
2765,100000001100001110100000000011110111011111
2766,100000001100001110100000000011110101
2767,10000000110000111010000000001110
2768,10000000110000111010001
2769,100000001100001111
2770,1000000011000011111
2771,10000000110000111110
2772,10000000110000111111
2773,100000001101
2774,1000000011010
2775,10000000110100
2776,1000000011011
2777,10000000110101
2778,10000000111
2779,100000001110
2780,1000000011100
2781,10000000111001
2782,100000001110011
2783,1000000011100110
2784,10000000111001100
2785,1000000011100111
2786,10000000111001101
2787,1000000011101
2788,10000000111011
2789,100000001110111
2790,1000000011101110
2791,1000000011101111
2792,100000001111
2793,100000011
2794,10000001
2795,101
2796,11
3186,10000000110000111010000000001
3187,100000001100001110100000000010
3188,100000001100001110100000000011
3189,1000000011000011101000000000111101
3190,10000000110000111010000000001111010
3191,10000000110000111010000000001111011
3236,10000000110001111010
3237,1000000011000111101
3238,10000000110001111011
3239,1000000011000011101000000110
3240,100000001100001110100000011
3241,1000000011000011101000000111
15031,10000000110000111010000000001111
2311,1
