rid,binaryID
12824,111111
12825,1111110
12826,11111100110
12827,111111001100
12828,11111100110010
12829,1111110011001010111
12830,11111100110010101111
12831,111111001100101011111
12832,1111110011001010111111
14193,11111111
14194,111111111
14195,1111111
14196,1111111111
14197,1111110011111111
14198,1111110011111
14199,111111001111111
14200,11111100111
14201,11111100111111
14202,111111001111
14203,111111001101
14204,11111100110000
14205,111111001100000
14206,111111001100001
14207,1111110011000010
14208,1111110011000011
14209,11111100110000110
14210,111111001100001101
14211,11111100110000111
14212,111111001100001111
14213,11111100110000101111
14214,1111110011000010111
14215,11111100110000100
14216,111111001100001001
14217,1111110011000010011
14218,11111100110000100111
14219,1111110011000010011111
14220,111111001100001001111
14221,1111110011001111
14222,11111100110011111
14223,111111001100101111
14224,11111100110010111
14225,11111100110010111111
14226,1111110011001011111
14227,111111001100101011111111111
14228,11111100110010101111111111
14229,111111010
14230,1111110101
14231,111111001
14232,11111100
14233,111100100111111
14234,11111100110011
14236,11111100110010101111111
14237,11111100110010101111111101
14238,111111001100101011111111011
14239,1111110011001010111111110111
14240,1111001
14241,11110010
14242,111100100
14243,1111001000
14244,11110010000
14245,111100100001
14246,1111011
14247,11110110
14248,111101100
14249,111101100111
14250,1111011001111
14300,11110011
14312,1111110011000
14313,11111100110001111
14314,11111100110001
14315,1111110011000111
14316,111111001100011
14317,111111001100011111
14318,1111110011000111111
14319,11111100110001111111
14320,111111001100011111111
14321,111111001100011111111111
14322,111111001100011111111111111
14323,11111100110001111111111
14324,1111110011000111111111111
14325,11111100110001111111111111
14326,1111110011000111111111
14327,1111110011000111111111111111
14328,111111001100011111111111111111
14329,11111100110001111111111111111
14330,11111101
14331,111111011
14332,1111110111
14333,11111101111
14334,111111011111111111
14335,11111101111111
14336,11111101111111111
14337,1111110111111
14338,111111011111111
14339,111111011111
14340,1111110111111111
14341,1111011001011
14342,111101100101
14346,1111110011011111
14347,11111100110111
14387,111101101
14388,1111011011
14389,1111011011111
14390,11110110111
14391,111101101111
14392,11110111
14393,111101110
14394,1111011100
14395,1111011100111
14396,111101110011
14397,11110111001
14398,11110111011
14399,1111011101
14400,111101111
14401,111100101
14402,1111001001
14403,11110010011
14404,11110010001
14405,111100100010
14406,111100100011
14407,1111001000111
14408,1111110011
14409,1111110011001
14410,11111100110010101
14411,111111001100101011
14417,11110010011111
14418,1111001001111
14419,111100100111
14420,11111100110000101
14421,111111001100111
14422,111111001100001011
14424,111111001101111
14425,1111110011011
14426,111100
14427,111101
14428,11
14429,11110
14431,111
14432,11111
14433,1111
14434,1111110011001010
14435,1111110011001011
14436,111111001100101
14437,1111110011001010111111110
14438,111111001100101011111111
14439,1111110011001010111111111
14440,1111011001
14441,11110110010
14442,11110110011
14430,1
